date,menu__id,menu__name,menu__type,menu__beli,menu__jual,menu__quantity,idToko,namaToko
9/5/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,2,,
9/5/2023,10046,Ice Cream Cone Package,Ice Cream,0,9500,1,,
9/5/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
9/5/2023,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,1,,
9/5/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,15,,
9/5/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,10,,
9/5/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,12,,
9/5/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
9/5/2023,10045,Mango Smoothies,Ice Cream,0,16000,5,,
9/5/2023,10009,Mango Sundae,Ice Cream,14725,16000,10,,
9/5/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,110,,
9/5/2023,10008,Oreo Sundae,Ice Cream,14093,16000,29,,
9/5/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,6,,
9/5/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,11,,
9/5/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,8,,
9/5/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
9/5/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,3,,
9/5/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
9/5/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,5,,
9/5/2023,10003,Sundae,Ice Cream,11824,16000,10,MX0001,Mixue Sukataris
9/5/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,1,,
9/5/2023,10050,Tambah Topping,Ice Cream,0,2000,1,,
9/4/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,2,,
9/4/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,37,,
9/4/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,2,,
9/4/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,5,,
9/4/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
9/4/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,1,,
9/4/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,7,,
9/4/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,4,,
9/4/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,4,,
9/4/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,14,,
9/4/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,8,,
9/4/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,11,,
9/4/2023,10045,Mango Smoothies,Ice Cream,0,16000,4,,
9/4/2023,10009,Mango Sundae,Ice Cream,14725,16000,17,,
9/4/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
9/4/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,80,,
9/4/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
9/4/2023,10008,Oreo Sundae,Ice Cream,14093,16000,19,,
9/4/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,6,,
9/4/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,2,,
9/4/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
9/4/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,4,,
9/4/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,MX0001,Mixue Sukataris
9/4/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,2,,
9/4/2023,10003,Sundae,Ice Cream,11824,16000,6,,
9/4/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
9/3/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,3,,
9/3/2023,10014,Boba Shake,Ice Cream,10613,16000,3,,
9/3/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,76,,
9/3/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,6,,
9/3/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,11,,
9/3/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
9/3/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,11,,
9/3/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,52,,
9/3/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,3,,
9/3/2023,10051,Grape Smoothies,Ice Cream,0,16000,4,,
9/3/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,6,,
9/3/2023,10046,Ice Cream Cone Package,Ice Cream,0,9500,1,,
9/3/2023,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,2,,
9/3/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
9/3/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,14,,
9/3/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,11,,
9/3/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
9/3/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,3,,
9/3/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,13,,
9/3/2023,10045,Mango Smoothies,Ice Cream,0,16000,1,,
9/3/2023,10009,Mango Sundae,Ice Cream,14725,16000,39,,
9/3/2023,10042,Milk Tea With 2 Topping (L),Milk Tea,0,22000,1,,
9/3/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,3,,
9/3/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,147,MX0001,Mixue Sukataris
9/3/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
9/3/2023,10008,Oreo Sundae,Ice Cream,14093,16000,61,,
9/3/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
9/3/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,5,,
9/3/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,2,,
9/3/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
9/3/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
9/3/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,12,,
9/3/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,7,,
9/3/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,9,,
9/3/2023,10003,Sundae,Ice Cream,11824,16000,7,,
9/3/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,6,,
9/2/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,3,,
9/2/2023,10014,Boba Shake,Ice Cream,10613,16000,2,,
9/2/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,75,,
9/2/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,1,,
9/2/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,3,,
9/2/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,1,,
9/2/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,10,,
9/2/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,40,,
9/2/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,4,,
9/2/2023,10051,Grape Smoothies,Ice Cream,0,16000,4,,
9/2/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,6,,
9/2/2023,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,2,,
9/2/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
9/2/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,7,,
9/2/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,19,,
9/2/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
9/2/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,5,,
9/2/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,11,,
9/2/2023,10045,Mango Smoothies,Ice Cream,0,16000,7,,
9/2/2023,10009,Mango Sundae,Ice Cream,14725,16000,20,,
9/2/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,131,MX0001,Mixue Sukataris
9/2/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
9/2/2023,10008,Oreo Sundae,Ice Cream,14093,16000,29,,
9/2/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,2,,
9/2/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,4,,
9/2/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,3,,
9/2/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
9/2/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
9/2/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,8,,
9/2/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
9/2/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,14,,
9/2/2023,10003,Sundae,Ice Cream,11824,16000,5,,
9/2/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,3,,
9/1/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,1,,
9/1/2023,10014,Boba Shake,Ice Cream,10613,16000,2,,
9/1/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,88,,
9/1/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,8,,
9/1/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,10,MX0001,Mixue Sukataris
9/1/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,4,,
9/1/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,59,,
9/1/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,2,,
9/1/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
9/1/2023,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,2,,
9/1/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,12,,
9/1/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,7,,
9/1/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,6,,
9/1/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,11,,
9/1/2023,10045,Mango Smoothies,Ice Cream,0,16000,3,,
9/1/2023,10009,Mango Sundae,Ice Cream,14725,16000,12,,
9/1/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
9/1/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,102,,
9/1/2023,10008,Oreo Sundae,Ice Cream,14093,16000,17,,
9/1/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
9/1/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,9,,
9/1/2023,10031,Passion Fruit Jasmine Tea (L),Fruit Tea,7057,16000,1,,
9/1/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,3,,
9/1/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
9/1/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,28,,
9/1/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,4,,
9/1/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,6,,
9/1/2023,10003,Sundae,Ice Cream,11824,16000,4,,
9/1/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,1,,
9/1/2023,10050,Tambah Topping,Ice Cream,0,2000,1,,
8/31/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,1,,
8/31/2023,10014,Boba Shake,Ice Cream,10613,16000,5,,
8/31/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,50,,
8/31/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,2,,
8/31/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,1,MX0001,Mixue Sukataris
8/31/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,3,,
8/31/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,7,,
8/31/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,21,,
8/31/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,2,,
8/31/2023,10051,Grape Smoothies,Ice Cream,0,16000,1,,
8/31/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,3,,
8/31/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,4,,
8/31/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,8,,
8/31/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,5,,
8/31/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
8/31/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,5,,
8/31/2023,10045,Mango Smoothies,Ice Cream,0,16000,5,,
8/31/2023,10009,Mango Sundae,Ice Cream,14725,16000,6,,
8/31/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
8/31/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,90,,
8/31/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
8/31/2023,10008,Oreo Sundae,Ice Cream,14093,16000,18,,
8/31/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,6,,
8/31/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,2,,
8/31/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,8,,
8/31/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
8/31/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,9,,
8/31/2023,10003,Sundae,Ice Cream,11824,16000,6,,
8/31/2023,10048,Tumbler Orange,Ice Cream,0,80000,1,,
8/30/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,41,,
8/30/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,5,,
8/30/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
8/30/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,4,,
8/30/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,5,,
8/30/2023,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
8/30/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,17,,
8/30/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,1,,
8/30/2023,10051,Grape Smoothies,Ice Cream,0,16000,3,,
8/30/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,4,,
8/30/2023,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,2,,
8/30/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
8/30/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,5,,
8/30/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,1,,
8/30/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,2,,
8/30/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,1,,
8/30/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,16,MX0001,Mixue Sukataris
8/30/2023,10045,Mango Smoothies,Ice Cream,0,16000,1,,
8/30/2023,10009,Mango Sundae,Ice Cream,14725,16000,10,,
8/30/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,76,,
8/30/2023,10039,Oats Milk Tea (L),Milk Tea,0,22000,1,,
8/30/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,1,,
8/30/2023,10008,Oreo Sundae,Ice Cream,14093,16000,21,,
8/30/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,6,,
8/30/2023,10031,Passion Fruit Jasmine Tea (L),Fruit Tea,7057,16000,1,,
8/30/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
8/30/2023,10038,Pearl Milk Tea (M),Milk Tea,0,19000,1,,
8/30/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,8,,
8/30/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
8/30/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,3,,
8/30/2023,10003,Sundae,Ice Cream,11824,16000,5,,
8/30/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,5,,
8/30/2023,10049,Tumbler Kuning,Ice Cream,0,88000,1,,
8/30/2023,10048,Tumbler Orange,Ice Cream,0,80000,1,,
8/29/2023,10014,Boba Shake,Ice Cream,10613,16000,1,,
8/29/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,45,,
8/29/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,1,MX0001,Mixue Sukataris
8/29/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,1,,
8/29/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,5,,
8/29/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,27,,
8/29/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,1,,
8/29/2023,10051,Grape Smoothies,Ice Cream,0,16000,6,,
8/29/2023,10046,Ice Cream Cone Package,Ice Cream,0,9500,1,,
8/29/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,1,,
8/29/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,2,,
8/29/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,7,,
8/29/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,6,,
8/29/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,5,,
8/29/2023,10034,Mango Oats Jasmine Tea (M),Fruit Tea,6769,16000,1,,
8/29/2023,10045,Mango Smoothies,Ice Cream,0,16000,2,,
8/29/2023,10009,Mango Sundae,Ice Cream,14725,16000,8,,
8/29/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,92,,
8/29/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,3,,
8/29/2023,10008,Oreo Sundae,Ice Cream,14093,16000,15,,
8/29/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,3,,
8/29/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,2,,
8/29/2023,10022,Pearl Milk Tea (L),Milk Tea,0,22000,1,,
8/29/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,14,,
8/29/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
8/29/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,5,,
8/29/2023,10003,Sundae,Ice Cream,11824,16000,3,,
8/29/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,1,,
8/29/2023,10050,Tambah Topping,Ice Cream,0,2000,3,,
8/28/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,37,,
8/28/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,4,,
8/28/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,6,,
8/28/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,1,MX0001,Mixue Sukataris
8/28/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,16,,
8/28/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,3,,
8/28/2023,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,1,,
8/28/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,4,,
8/28/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,3,,
8/28/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,1,,
8/28/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,1,,
8/28/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,5,,
8/28/2023,10045,Mango Smoothies,Ice Cream,0,16000,2,,
8/28/2023,10009,Mango Sundae,Ice Cream,14725,16000,7,,
8/28/2023,10026,Milk Tea With 2 Topping (M),Milk Tea,0,19000,1,,
8/28/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,56,,
8/28/2023,10008,Oreo Sundae,Ice Cream,14093,16000,15,,
8/28/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,2,,
8/28/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,3,,
8/28/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,6,,
8/28/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,1,,
8/28/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,3,,
8/28/2023,10003,Sundae,Ice Cream,11824,16000,1,,
8/28/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,6,,
8/27/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,1,,
8/27/2023,10014,Boba Shake,Ice Cream,10613,16000,5,,
8/27/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,68,,
8/27/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,5,,
8/27/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,1,MX0001,Mixue Sukataris
8/27/2023,10040,Coconut Jelly Milk Tea (L),Milk Tea,0,22000,1,,
8/27/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,1,,
8/27/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,3,,
8/27/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,31,,
8/27/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,3,,
8/27/2023,10051,Grape Smoothies,Ice Cream,0,16000,2,,
8/27/2023,10002,Ice Cream Earl Gray Tea (M),Ice Cream,10348,13000,1,,
8/27/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,2,,
8/27/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,4,,
8/27/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,11,,
8/27/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,3,,
8/27/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,2,,
8/27/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,9,,
8/27/2023,10045,Mango Smoothies,Ice Cream,0,16000,8,,
8/27/2023,10009,Mango Sundae,Ice Cream,14725,16000,18,,
8/27/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,95,,
8/27/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,2,,
8/27/2023,10008,Oreo Sundae,Ice Cream,14093,16000,28,,
8/27/2023,10036,Original Earl Grey Tea (L),Original Tea,5507,10000,1,,
8/27/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,3,,
8/27/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,3,,
8/27/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,2,,
8/27/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,20,,
8/27/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,5,,
8/27/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,5,,
8/27/2023,10003,Sundae,Ice Cream,11824,16000,7,,
8/26/2023,10013,Berry Bean Sundae (U),Ice Cream,11988,16000,3,,
8/26/2023,10014,Boba Shake,Ice Cream,10613,16000,1,MX0001,Mixue Sukataris
8/26/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,56,,
8/26/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,13,,
8/26/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,10,,
8/26/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,1,,
8/26/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,6,,
8/26/2023,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
8/26/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,26,,
8/26/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,5,,
8/26/2023,10051,Grape Smoothies,Ice Cream,0,16000,8,,
8/26/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,1,,
8/26/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,12,,
8/26/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,9,,
8/26/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,4,,
8/26/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,4,,
8/26/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,12,,
8/26/2023,10045,Mango Smoothies,Ice Cream,0,16000,1,,
8/26/2023,10009,Mango Sundae,Ice Cream,14725,16000,28,,
8/26/2023,10007,Mixue Ice Cream,Ice Cream,4640,8000,107,,
8/26/2023,10023,Oats Milk Tea (M),Milk Tea,0,19000,2,,
8/26/2023,10008,Oreo Sundae,Ice Cream,14093,16000,15,,
8/26/2023,10035,Original Jasmine Tea (L),Original Tea,6884,10000,2,,
8/26/2023,10043,Peach Earl Grey Tea (L),Fruit Tea,8670,16000,5,,
8/26/2023,10024,Red Bean Milk Tea (M),Milk Tea,0,19000,1,,
8/26/2023,10011,Strawberry Lucky Sundae,Ice Cream,15427,16000,17,,
8/26/2023,10015,Strawberry Mi-Shake (U),Ice Cream,10399,16000,2,,
8/26/2023,10018,Strawberry Smoothies (U),Ice Cream,5810,16000,9,,
8/26/2023,10003,Sundae,Ice Cream,11824,16000,5,,
8/26/2023,10027,Supreme Mixed Milk Tea (L),Milk Tea,0,22000,4,,
8/26/2023,10048,Tumbler Orange,Ice Cream,0,80000,1,,
8/25/2023,10014,Boba Shake,Ice Cream,10613,16000,2,,
8/25/2023,10010,Boba Sundae (U),Ice Cream,14448,16000,52,,
8/25/2023,10021,Brown Sugar Pearl Milk Tea (M),Milk Tea,0,19000,2,,
8/25/2023,10004,Chocolate Oreo Smoothies,Ice Cream,4657,16000,2,,
8/25/2023,10025,Coconut Jelly Milk Tea (M),Milk Tea,0,19000,3,,
8/25/2023,10016,Creamy Mango Boba (M),Ice Cream,15033,22000,6,,
8/25/2023,10044,Earl Grey Tea With 2 Topping (M),Original Tea,0,16000,1,,
8/25/2023,10028,Fresh Squeezed Lemonade (L),Fruit Tea,2690,10000,32,,
8/25/2023,10052,Grape Fruit Tea ,Fruit Tea,0,15000,2,,
8/25/2023,10051,Grape Smoothies,Ice Cream,0,16000,1,,
8/25/2023,10032,Hawaiian Fruit Tea (L),Fruit Tea,8165,22000,2,,
8/25/2023,10017,Ice Cream Jasmine Tea (M),Ice Cream,9895,13000,2,,
8/25/2023,10037,Jasmine Tea With 2 Topping (M),Fruit Tea,5765,13000,1,,
8/25/2023,10033,Kiwi Fruit Tea (L),Fruit Tea,6336,15000,11,,
8/25/2023,10020,Kiwi Smoothies (U),Ice Cream,7812,16000,4,,
8/25/2023,10030,Lemon Earl Grey Tea (L),Fruit Tea,2852,12000,5,,
8/25/2023,10029,Lemon Jasmine Tea (L),Fruit Tea,6105,12000,10,,
8/25/2023,10012,Lucky Sundae Chocolate (U),Ice Cream,15396,16000,6,,
